Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Chokkaku (Final Getsuga Tenshou Theme) - From ""Bleach""","Gabriele Motta","Chokkaku (Final Getsuga Tenshou Theme) [From ""Bleach""]","Brani Preferiti Pubblici","Playlist","FRS182069893","73PW8Nb1ZUFFaVCU3453Mm"
"The Only Thing They Fear Is You","FamilyJules","The Only Thing They Fear Is You","Brani Preferiti Pubblici","Playlist","QZES52093280","7AYSl3u70hJ402o0u0gry5"
"At Doom's Gate","Mick Gordon","Doom (Original Game Soundtrack)","Brani Preferiti Pubblici","Playlist","QMTH31600018","2UKgx2oba7CltHLACr3xdT"
"Berserk","S3RL","Berserk","Brani Preferiti Pubblici","Playlist","AU8N01100102","4OqkZC8lvPnVayma2QvRBW"
"My Brother - From ""Berserk""","Gabriele Motta","My Brother (From ""Berserk"")","Brani Preferiti Pubblici","Playlist","FR59R2194941","6kYsVSUPGGOqXVPO5j5cuu"
"Rhodesians Never die","FBIV","Fbiv","Brani Preferiti Pubblici","Playlist","QZFYW2147479","6C8NTTMHOUSSg33iqwPTin"
"Deutschland","Alan Aztec","Deutschland","Brani Preferiti Pubblici","Playlist","QZHN51989592","71jo10q1M4LBrEMBonEvms"
"Little Dark Age","MGMT","Little Dark Age","Brani Preferiti Pubblici","Playlist","USSM11707035","2Y0iGXY6m6immVb2ktbseM"
"Angelina Jolie","Bresh","Angelina Jolie","Brani Preferiti Pubblici","Playlist","ITB002100150","0tD4EXZRm1JGDYWtKYFLWK"
"Frontline","Pillar","Where Do We Go From Here","Brani Preferiti Pubblici","Playlist","USFLK0400173","39sN48Q2DIbyVK8i8kkqgF"
"Animal I Have Become","Three Days Grace","One-X","Brani Preferiti Pubblici","Playlist","USJI10600117","5eFxwmqKrHpSQDOEIFYlgY"
"Dark Side","Blind Channel","Dark Side","Brani Preferiti Pubblici","Playlist","FIRAN2100001","1Z1BSrmGhjw4FVEtySGI54"
"You Better Die Young","Nomy","Song Or Suicide","Brani Preferiti Pubblici","Playlist","SEYOK0902510","62LUAnpbhnJjTW7BTVVw1L"
"Indestructible","Solence","Indestructible","Brani Preferiti Pubblici","Playlist","QZHZ42162529","6BYZGyIwoHBy8i4zcS2ABM"
"Indestructible","Disturbed","Indestructible (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USRE10800127","42ZVk59gT4tMlrZmd8Ijxf"
"Cool Kids","Fight The Fade","Cool Kids","Brani Preferiti Pubblici","Playlist","TCACB1447199","59ljvXUMjvxNRc4USjEJTf"
"Impossible","I Am King","Impossible","Brani Preferiti Pubblici","Playlist","TCADN1823329","0aJglfKKlSuhwws0EU6Q5v"
"Melancholia","Venz","CP2 MIXTAPE","Brani Preferiti Pubblici","Playlist","QZNWY2065938","5qX49Lo9FhAKLlRqqvWTJK"
"Basta Così","Venz","Limbo","Brani Preferiti Pubblici","Playlist","QZHNB2007154","08OgEuIDaeFBvx5et5CGMT"
"Open Your Eyes","Disturbed","Immortalized (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USRE11500173","4YDdWcdzHhLDZ5d1j9nRaJ"
"La Scelta","Caparezza","La Scelta","Brani Preferiti Pubblici","Playlist","ITUM72100159","0UFpPgXFcdJAoMlquv63Fh"
"Break","Three Days Grace","Life Starts Now","Brani Preferiti Pubblici","Playlist","USJI10900480","4urxRqBRiaH0i20OKBsgxc"
"Die MF Die","Dope","Life","Brani Preferiti Pubblici","Playlist","USSM10105959","5bU4KX47KqtDKKaLM4QCzh"
"Down with the Sickness","Disturbed","The Sickness","Brani Preferiti Pubblici","Playlist","USGI19900180","40rvBMQizxkIqnjPdEWY1v"
"Take A Look Around","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Brani Preferiti Pubblici","Playlist","USIR10000604","2avKuMN2QXkaG9vvHa2JLt"
"It's My Life","Bon Jovi","Crush","Brani Preferiti Pubblici","Playlist","USIR20000145","0v1XpBHnsbkCn7iJ9Ucr1l"
"Behind Blue Eyes","Limp Bizkit","Results May Vary","Brani Preferiti Pubblici","Playlist","USIR10312186","1MTQHCpraD4S8g5PAFKzoj"
"Rollin' (Air Raid Vehicle)","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Brani Preferiti Pubblici","Playlist","USIR10001170","3IV4swNduIRunHREK80owz"
"Learn to Fly","Foo Fighters","There Is Nothing Left To Lose","Brani Preferiti Pubblici","Playlist","USRW39900002","5OQsiBsky2k2kDKy2bX2eT"
"The Pretender","Foo Fighters","Echoes, Silence, Patience & Grace","Brani Preferiti Pubblici","Playlist","USRW30700007","7x8dCjCr0x6x2lXKujYD34"
"Break Stuff","Limp Bizkit","Significant Other","Brani Preferiti Pubblici","Playlist","USIR19902309","5cZqsjVs6MevCnAkasbEOX"
"Californication","Red Hot Chili Peppers","Californication (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USWB19900690","48UPSzbZjgc449aqz8bxox"
"All The Small Things","blink-182","Enema Of The State","Brani Preferiti Pubblici","Playlist","USMC19959123","2m1hi0nfMR9vdGC8UcrnwU"
"Slaughter","Metal Carter","Dimensione violenza","Brani Preferiti Pubblici","Playlist","ITI021400150","2VESmLCEe2bVsRgzDrvoTT"
"Fearless Pt. II","Lost Sky","Fearless Pt. II","Brani Preferiti Pubblici","Playlist","GB2LD1700381","4VZH6OfxPy1nNE7KbtVKyK"
"Blood // Water","grandson","Blood // Water","Brani Preferiti Pubblici","Playlist","TCADI1720999","0AUyNF6iFxMNQsNx2nhtrw"
"North Memphis","Pharmacist","North Memphis","Brani Preferiti Pubblici","Playlist","QZHNC1902102","0SzDVyiiUDpuhzrphnoejr"
"LED","OmenXIII","Corrupted","Brani Preferiti Pubblici","Playlist","QZARB1867455","0s1MIn7UaPbAfq85CnKVl6"
"Frank's Choice","Tyler Bates","The Punisher (Original Soundtrack)","Brani Preferiti Pubblici","Playlist","USHR11738236","0I794wn3wgcvruEUsfztnl"
"Driver Forever - Remix","Adriian","Driver Forever (Remix)","Brani Preferiti Pubblici","Playlist","QZHZ62167373","4lzjmT9jbhGSZwfMMOQDzL"
"The bond of friendship","Kenichiro Suehiro","TV Animation ”Fire Force” Original Soundtrack","Brani Preferiti Pubblici","Playlist","JPW741900085","6AbuUJBaeCVXZRWiDQtxKR"
"Benimaru Detonation","Kenichiro Suehiro","TV Animation ”Fire Force” Original Soundtrack 2","Brani Preferiti Pubblici","Playlist","JPW742100107","24D0tsftHJ1ioXaUn2fry7"
"Devil's Beat","Kenichiro Suehiro","TV Animation ”Fire Force” Original Soundtrack","Brani Preferiti Pubblici","Playlist","JPW741900071","3J0XgU6VVQRWosO7NJuWZ0"
"In Bloom","Nirvana","Nevermind (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USGF19942502","0eeEzvw5Etwv6tyz2PyE6L"
"The Man Who Sold The World - Live","Nirvana","MTV Unplugged In New York","Brani Preferiti Pubblici","Playlist","USGF19972704","15VRO9CQwMpbqUYA7e6Hwg"
"Something In The Way","Nirvana","Nevermind (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USGF19942512","16LgXyNShQbrqBRF4TT1Sr"
"Dumb","Nirvana","In Utero","Brani Preferiti Pubblici","Playlist","USGF19960706","5gRcv46AMTrosmTOqrOV3Q"
"Heart-Shaped Box","Nirvana","In Utero","Brani Preferiti Pubblici","Playlist","USGF19960703","66w5OYw2ja8lnmaA3Ns0PU"
"Endless, Nameless","Nirvana","Nevermind (Remastered)","Brani Preferiti Pubblici","Playlist","USGF19942513","5KV9bNW1Ta4Z4PdHgu84TA"
"Lithium","Nirvana","Nevermind (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USGF19942505","26D1PRJjD9Jj1JGRk88KVc"
"Polly","Nirvana","Nevermind (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USGF19942506","5OA6V14rCVeSplYvf8T18L"
"U Can't Touch This","MC Hammer","Please Hammer Don't Hurt 'Em","Brani Preferiti Pubblici","Playlist","USCA29000294","1B75hgRqe7A4fwee3g3Wmu"
"Jump Around","House Of Pain","House of Pain (Fine Malt Lyrics)","Brani Preferiti Pubblici","Playlist","USTB10300119","3TZwjdclvWt7iPJUnMpgcs"
"In Da Club","50 Cent","Get Rich Or Die Tryin'","Brani Preferiti Pubblici","Playlist","USIR10300033","7iL6o9tox1zgHpKUfh9vuC"
"Sabotage","Beastie Boys","Ill Communication","Brani Preferiti Pubblici","Playlist","USCA29400020","0Puj4YlTm6xNzDDADXHMI9"
"Sound of da Police","KRS-One","Return of the Boom Bap","Brani Preferiti Pubblici","Playlist","GBAHK9300100","3Y6XWs8xMlCngyIxNOFnsp"
"California Love - Original Version","2Pac","Greatest Hits","Brani Preferiti Pubblici","Playlist","USUG10702628","3ia3dJETSOllPsv3LJkE35"
"Candy Shop","50 Cent","The Massacre","Brani Preferiti Pubblici","Playlist","USIR10500072","5D2mYZuzcgjpchVY1pmTPh"
"Still D.R.E.","Dr. Dre","2001","Brani Preferiti Pubblici","Playlist","USIR19905031","503OTo2dSqe7qk76rgsbep"
"X Gon' Give It To Ya - Int'l Bonus track","DMX","Grand Champ","Brani Preferiti Pubblici","Playlist","USDJ20201346","66orjI5vOkyxOZLHWrPklh"
"Gangsta's Paradise","Coolio","Gangsta's Paradise","Brani Preferiti Pubblici","Playlist","USTB10400128","7lQWRAjyhTpCWFC0jmclT4"
"Soul Addiction","Sylar","Help!","Brani Preferiti Pubblici","Playlist","USHR21610702","2rndJFlCviXXiJNzvO611d"
"Run Rabbit Run","Black Map","Run Rabbit Run","Brani Preferiti Pubblici","Playlist","USKO11602084","6367295uC374SiuohHjWKZ"
"Dragula","Rob Zombie","Best Of/20th Century","Brani Preferiti Pubblici","Playlist","USGF19821203","4JaJuGSfhcA7kavdgS3yn6"
"Paranoia","A Day To Remember","Paranoia","Brani Preferiti Pubblici","Playlist","USEP41609001","7gYL9E5WN7Nd8l2ZQ1rkKI"
"Walk","Pantera","Vulgar Display of Power","Brani Preferiti Pubblici","Playlist","USEE10170088","7fcfNW0XxTWlwVlftzfDOR"
"That Day","Nonpoint","Nonpoint","Brani Preferiti Pubblici","Playlist","USRZR1233408","2iENCWE4DYyyAh9hXrxIb1"
"Mayhem","Halestorm","Into the Wild Life (Deluxe)","Brani Preferiti Pubblici","Playlist","USAT21405461","6ubqrTIJwspBSqx8XQHN2K"
"Boom - 2006 Remaster","P.O.D.","Greatest Hits (The Atlantic Years)","Brani Preferiti Pubblici","Playlist","USAT20621523","3EKjTDAEIdyQqsA9qtb5P2"
"Never Again","Breaking Benjamin","Dark Before Dawn","Brani Preferiti Pubblici","Playlist","USHR11536298","07huQEWGQAe7aJaeR08Cag"
"Break Stuff","Limp Bizkit","Greatest Hitz","Brani Preferiti Pubblici","Playlist","USIR19902309","2YC6ET3q1F29B0V7UcPV70"
"Hated","Beartooth","Hated","Brani Preferiti Pubblici","Playlist","USP6L1500109","5N0ToFp1DWQnG3EX24TNPs"
"Back from the Dead","Skillet","Unleashed","Brani Preferiti Pubblici","Playlist","USAT21601592","7y9l4rJLsXQMHciCNSgZmi"
"MAYDAY (feat. Ryo from Crystal Lake)","coldrain","THE SIDE EFFECTS","Brani Preferiti Pubblici","Playlist","JPWP01970418","2wJJNgD6GrKoQ435VxTRv6"
"Seal The Deal","Volbeat","Seal The Deal","Brani Preferiti Pubblici","Playlist","DKNE11600110","2ANbpcjTZsKzby7CjvPz9s"
"Inside the Fire","Disturbed","The Studio Album Collection","Brani Preferiti Pubblici","Playlist","USRE10800074","2nmL3Tb25nvkUnwjwmL0Sq"
"I Don’t Want To Be Here Anymore","Rise Against","The Black Market","Brani Preferiti Pubblici","Playlist","USUM71406478","6qtg4gz3DhqOHL5BHtSQw8"
"Is There Anybody out There?","Machine Head","Is There Anybody out There?","Brani Preferiti Pubblici","Playlist","DED831600344","1mdYwH2ZMi3eMfWmeQJj4D"
"Notorious","Adelitas Way","Notorious","Brani Preferiti Pubblici","Playlist","QMF921750106","5PZo9NMyNLxOlpEFoYo611"
"I Am Machine","Three Days Grace","Human","Brani Preferiti Pubblici","Playlist","USRC11402105","2UDumaw7osnyjH7RZ2DLpB"
"In Between","Beartooth","Disgusting","Brani Preferiti Pubblici","Playlist","USP6L1400182","03jdl5GTBhKsgB1Yw8mVPh"
"Falling Apart","Papa Roach","F.E.A.R.","Brani Preferiti Pubblici","Playlist","USDPK1400253","1Ka4sX789wNftDGgjCO2h7"
"Do You Really Want It","NOTHING MORE","The Stories We Tell Ourselves","Brani Preferiti Pubblici","Playlist","USDPK1700103","48gS3f9HDsXtlMBVdwvC2Z"
"Trial By Fire","Saul","Trial By Fire","Brani Preferiti Pubblici","Playlist","GBUM71905545","6UsNqIqCC9WIDdg9Xxxv84"
"Born For Greatness","Papa Roach","Born For Greatness","Brani Preferiti Pubblici","Playlist","USDPK1700004","2VDdoBA24QICNHn5JkJwyE"
"The Time Is Now","Atreyu","The Time Is Now","Brani Preferiti Pubblici","Playlist","GBUM71803382","6wpHmxmxPa3N3Gi3aGdTJL"
"Killing Me Slowly","Bad Wolves","Killing Me Slowly","Brani Preferiti Pubblici","Playlist","USDPK1900058","6E5gsJm3t0RqmiHBfUBaya"
"Feel Invincible","Skillet","Feel Invincible","Brani Preferiti Pubblici","Playlist","USAT21601370","2r4DozzHauSjM6NJ7szgVC"
"Been A Son","Nirvana","Incesticide","Brani Preferiti Pubblici","Playlist","USGF19950404","4V7UY9lITfAcSQRIyXOwez"
"Aneurysm","Nirvana","Incesticide","Brani Preferiti Pubblici","Playlist","USGF19950415","0Pie5DFAHHxpkONFUsAI6s"
"Something In The Way","Nirvana","Nevermind (Remastered)","Brani Preferiti Pubblici","Playlist","USGF19942512","1nFtiJxYdhtFfFtfXBv06s"
"Heart-Shaped Box","Nirvana","In Utero (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USGF19960703","11LmqTE2naFULdEP94AUBa"
"Come As You Are","Nirvana","Nevermind (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USGF19942503","0MKGH8UMfCnq5w7nG06oM5"
"Smells Like Teen Spirit","Nirvana","Nevermind (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USGF19942501","1f3yAtsJtY87CTmM8RLnxf"
"Meltdown","Nomy","Meltdown","Brani Preferiti Pubblici","Playlist","SEYOK2044875","4dygpyJlyJuYzceP5NDqEq"
"Remedy","Seether","Karma and Effect","Brani Preferiti Pubblici","Playlist","USWU30500016","5ynxx6zC4dgzsMHLYQ04Dc"
"Coming Undone","Korn","See You On the Other Side","Brani Preferiti Pubblici","Playlist","USVI20500588","6p2liQLGoDaLXgND68bfVt"
"Killing Time","Doom Unit","Cross The Line","Brani Preferiti Pubblici","Playlist","FIHYP0900047","0GMymbP7AQkxEt5nq20BfZ"
"Take A Look Around","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Brani Preferiti Pubblici","Playlist","USIR10000604","2xI7o9zYcqynmueNH4foku"
"Bodies","Drowning Pool","Sinner","Brani Preferiti Pubblici","Playlist","USWU30006502","7CpbhqKUedOIrcvc94p60Y"
"Rollin' (Air Raid Vehicle)","Limp Bizkit","Greatest Hitz","Brani Preferiti Pubblici","Playlist","USIR10001170","65LTO4ikfU6zu3ZQYToNdk"
"You're Going Down","SICK PUPPIES","Tri-Polar (International Version)","Brani Preferiti Pubblici","Playlist","USVI20900226","5FQXMRDSTkn9fowDJ3kZo8"
"Seal The Deal","Volbeat","Seal The Deal","Brani Preferiti Pubblici","Playlist","DKNE11600110","67gIy3f2Kfdun5illopj4t"
"Fortunate Son","The Dead Daisies","Make Some Noise","Brani Preferiti Pubblici","Playlist","AUNKA1600006","5ppRGoTTMfQtFcmeZqwaAK"
"Drop Dead Cynical","Amaranthe","MASSIVE ADDICTIVE","Brani Preferiti Pubblici","Playlist","FIUM71400483","5VToMJACRoeT0YZNs5CYyp"
"Enter Sandman","Metallica","Metallica","Brani Preferiti Pubblici","Playlist","GBF089190013","5sICkBXVmaCQk5aISGR3x1"
"Animal","Shining","Animal","Brani Preferiti Pubblici","Playlist","NOPO21801020","5wVrAYHsF47zYX7ezyJaNN"
"Gunfight","SICK PUPPIES","Connect","Brani Preferiti Pubblici","Playlist","USUM71305557","0is4yL58CcQ4Gv4WgTGr9N"
"When Legends Rise","Godsmack","When Legends Rise","Brani Preferiti Pubblici","Playlist","QMRSZ1703236","4HIYFlCh5aZq0jwvsn2DoK"
"No More","Disturbed","Evolution (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USRE11800600","2xECSFHPgCyElhTVRaHVYP"
"Last Resort","Papa Roach","Infest","Brani Preferiti Pubblici","Playlist","USDW10021712","5W8YXBz9MTIDyrpYaCg2Ky"
"Bleed It Out","Linkin Park","Minutes to Midnight","Brani Preferiti Pubblici","Playlist","USWB10701213","78gsvivelCP8Kh0tSRTy8D"
"The Pretender","Foo Fighters","Greatest Hits","Brani Preferiti Pubblici","Playlist","USRW30700007","6HNruFQlzQx4ulL4ppRLYI"
"Down with the Sickness","Disturbed","The Sickness (10th Anniversary Edition)","Brani Preferiti Pubblici","Playlist","USRE10902084","4ImIJRZNJhNQLLdUFSYJoS"
"The Devil's Bleeding Crown","Volbeat","Seal The Deal & Let's Boogie (Deluxe)","Brani Preferiti Pubblici","Playlist","DKNE11600101","3TjQAc2PzWzlSDrnq61J1y"
"Itchin' to Bleed","Vision Of Disorder","From Bliss To Devestation","Brani Preferiti Pubblici","Playlist","USTV10100248","1c3msoWwsXbGlG4VFmof3E"
"Anthem Of The Lonely","Nine Lashes","World We View","Brani Preferiti Pubblici","Playlist","USTN11100068","1bKRtH1leT7y003VikaXUc"
"I Want to Live","Skillet","Unleashed","Brani Preferiti Pubblici","Playlist","USAT21601593","4Ahphc0UzRSoMpJRHgnGQK"
"Higher","Smash Into Pieces","Rise and Shine","Brani Preferiti Pubblici","Playlist","SEVWR1603001","5bgRVYqK2Bbenrg2gqtGWN"
"What I've Done","Linkin Park","Minutes to Midnight","Brani Preferiti Pubblici","Playlist","USWB10700721","4kfm1uI9QGaoN9qm6CkAMn"
"Boulevard of Broken Dreams","Green Day","Boulevard of Broken Dreams","Brani Preferiti Pubblici","Playlist","USRE10401426","1hwJKpe0BPUsq6UUrwBWTw"
"Hotel California - 2013 Remaster","Eagles","Hotel California (2013 Remaster)","Brani Preferiti Pubblici","Playlist","USEE11300353","40riOy7x9W7GXjyGp4pjAv"
"The Hunter","Adam Jensen","The Hunter","Brani Preferiti Pubblici","Playlist","TCADP1862508","1MKUcXTBVS5QP49Es4wt7M"
"E For Extinction","Thousand Foot Krutch","Welcome To The Masquerade","Brani Preferiti Pubblici","Playlist","USTN10900519","6MEc4axsWAJsOxu7ySKsHT"
"In The End","Black Veil Brides","Wretched And Divine: The Story Of The Wild Ones","Brani Preferiti Pubblici","Playlist","USUM71212602","2RxqHa7EgbKHEjYav48eXX"
"Whispers in My Head","Onlap","The Awakening","Brani Preferiti Pubblici","Playlist","FR6V81476491","6xKCZ6AwnzKJCndVtytUp1"
"A Little Faster","There For Tomorrow","A Little Faster","Brani Preferiti Pubblici","Playlist","USHR20953002","0YwqJeTUyviMJw70jRt9ET"
"Can You Feel My Heart","Bring Me The Horizon","Sempiternal (Expanded Edition)","Brani Preferiti Pubblici","Playlist","GBARL1202415","0WSa1sucoNRcEeULlZVQXj"
"Carnivore","STARSET","Transmissions (Deluxe Version)","Brani Preferiti Pubblici","Playlist","USRZR1460004","4j41Du0uMXJrfEY7Xe9CDO"
"Awake and Alive","Skillet","Awake","Brani Preferiti Pubblici","Playlist","USAT20902347","0nkzd3yNniB767zSDDdLZ3"
"Lets Get This Started Again","Live My Last","Convictions","Brani Preferiti Pubblici","Playlist","TCABK1299306","4ofZe3eFWlNKC0FYEFOSvG"
"Infamia","Chicoria","Infamia","Brani Preferiti Pubblici","Playlist","ITG412000098","2MemLj2k70J01Q0MrfqQMl"
"Leave It All Behind","Cult To Follow","Leave It All Behind - Single","Brani Preferiti Pubblici","Playlist","TCABC1194564","4I58RPHVzDldHfK3t5HiZA"
"We Live Forever","The Prodigy","No Tourists","Brani Preferiti Pubblici","Playlist","GB5KW1802032","0o3Ki1kUWyoF2XVtDBRNqk"
"Mello Theme - From ""Death Note""","Gabriele Motta","Mello Theme (From ""Death Note"")","Brani Preferiti Pubblici","Playlist","FR59R2136881","6JYzfBFMncYXXqKwbxsbq1"
"Madara","AMON","Madara","Brani Preferiti Pubblici","Playlist","QZNWW2036401","7zQpSzNgJRhq2BLqMd8QQ6"
"Sasuke","AMON","Sasuke","Brani Preferiti Pubblici","Playlist","QZFZ32124150","3FHRzHjPgxlB9TzSUnEc9D"
"Diamond is unbreakable - Main Theme","Yugo Kanno","JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.1 -Good Morning Morioh Cho- Music by Yugo Kanno","Brani Preferiti Pubblici","Playlist","JPQ461600319","6GqMQUzxuTG88y5WZ0HYLr"
"Killer","Yugo Kanno","JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.2 -Good Night Morioh Cho- Music by Yugo Kanno","Brani Preferiti Pubblici","Playlist","JPQ461600479","21YiaS85ngOoYT773cMFlW"
"In Piazza","Paky","In Piazza","Brani Preferiti Pubblici","Playlist","QM6P42005737","3N0cYpWubd9hAUApJDcLRw"
"Cocaina (feat. Sapobully)","Rame","Cocaina (feat. Sapobully)","Brani Preferiti Pubblici","Playlist","ITUM71901212","0BkYMH1KKmCYNyaXbdAApn"